X_1,X_2,Y_1,Y_2
938,1001,1396,1195
1058,1043,1358,1328
1035,1041,1792,1603
1053,973,1365,1533
1109,1034,1728,1460
1021,937,1643,1194
1014,1078,1401,1618
1018,969,1276,1478
968,1025,1442,1531
1064,1016,1651,1428
807,1036,1542,1575
1070,1055,1431,1455
984,889,1501,1265
1001,1038,1458,1433
1071,967,1443,1665
1023,1052,1405,1474
1046,968,1493,1601
1005,1093,1535,1624
1001,890,1492,1474
906,957,1352,1273
1037,994,1365,1378
1041,926,1312,1502
942,928,1353,1521
916,965,1333,1456
1053,1075,1310,1356
1003,1019,1677,1541
927,955,1351,1555
954,1053,1639,1457
1072,1029,1206,1626
1112,841,1423,1610
1091,973,1492,1410
891,1018,1362,1454
895,996,1430,1412
1110,991,1427,1391
978,923,1403,1338
1026,964,1321,1392
963,992,1309,1482
997,1043,1518,1476
912,1039,1294,1507
1064,964,1316,1667
1076,882,1772,1489
1058,1042,1333,1288
886,984,1377,1421
936,871,1349,1204
1081,973,1394,1406
1094,992,1679,1449
984,1077,1282,1544
935,972,1547,1284
989,872,1447,1266
1028,1099,1319,1466
932,1024,1437,1316
1120,1163,1730,1572
966,943,1383,1291
1051,997,1293,1400
1032,1123,1713,1463
973,1005,1453,1700
1083,1005,1352,1361
1106,1077,1442,1805
1011,914,1287,1609
955,876,1355,1474
1147,1101,1429,1385
988,1159,1378,1493
926,1025,1493,1395
1102,1015,1445,1328
978,1038,1450,1426
1051,968,1487,1455
968,993,1412,1468
982,998,1627,1569
1035,1121,1330,1451
1026,1116,1465,1436
943,910,1557,1389
978,979,1394,1439
1017,899,1439,1301
992,1068,1289,1722
927,895,1466,1339
1041,1030,1456,1633
1066,960,1484,1532
978,896,1417,1447
950,1021,1346,1427
896,1092,1402,1429
1054,892,1364,1491
900,1039,1598,1353
973,1125,1389,1563
957,941,1467,1381
1025,1028,1362,1429
950,985,1472,1439
1126,1035,1385,1292
866,1047,1598,1620
922,966,1563,1664
945,1013,1266,1663
999,1031,1367,1267
1047,845,1666,1537
998,961,1709,1476
1032,961,1421,1649
993,1025,1436,1607
899,1058,1500,1577
1101,1109,1551,1475
859,1002,1626,1475
987,975,1404,1660
1080,1028,1409,1531
1047,992,1511,1553
1080,999,1692,1608
903,1104,1630,1416
1074,924,1444,1413
1026,1066,1507,1519
831,985,1474,1347
960,975,1421,1496
1020,1015,1527,1419
1034,934,1468,1391
976,1050,1639,1664
1089,919,1414,1422
1009,955,1550,1460
925,1020,1359,1364
894,934,1334,1356
911,992,1250,1481
947,1080,1697,1382
1026,1051,1471,1270
929,1111,1337,1364
1079,950,1674,1371
953,934,1364,1353
1058,942,1444,1239
1013,996,1616,1411
980,875,1651,1336
1051,1007,1777,1433
1038,1108,1428,1813
1115,987,1410,1705
1054,1039,1541,1309
1042,1004,1511,1255
896,940,1470,1672
961,1026,1333,1709
997,860,1463,1597
1012,1040,1531,1388
891,1136,1270,1685
1026,1004,1399,1472
1045,987,1665,1225
1063,1027,1610,1448
976,1012,1430,1772
1114,957,1354,1375
952,929,1380,1419
900,1060,1300,1232
1028,978,1510,1377
1147,965,1437,1354
963,958,1640,1434
1006,880,1410,1465
987,1060,1681,1468
1098,1041,1556,1619
972,972,1684,1528
986,988,1725,1510
951,1017,1383,1517
1058,918,1407,1598
931,1003,1340,1536
924,922,1214,1507
1165,1099,1559,1422
1030,973,1437,1383
1011,970,1564,1630
831,1044,1495,1388
1169,999,1306,1408
949,896,1376,1639
940,1099,1605,1463
1050,1089,1445,1389
976,999,1507,1361
1118,1059,1394,1605
995,1061,1640,1620
1088,1016,1469,1215
987,1012,1339,1507
950,953,1468,1733
946,1081,1332,1704
1100,1041,1483,1695
1083,1082,1582,1324
932,1031,1487,1465
1021,1008,1461,1447
1031,845,1593,1399
991,953,1320,1461
893,1032,1410,1629
934,948,1227,1651
984,1091,1384,1470
1140,1022,1496,1459
1072,1100,1468,1344
947,985,1406,1440
997,1011,1377,1505
968,862,1601,1389
1124,940,1745,1419
1119,924,1435,1347
930,1052,1484,1682
1142,1043,1586,1634
1001,995,1449,1244
1026,963,1380,1416
864,875,1616,1577
1035,1107,1465,1534
968,931,1404,1387
1019,986,1590,1407
1050,1045,1455,1410
1057,980,1469,1337
1010,885,1285,1263
1013,990,1653,1559
1062,1017,1454,1524
915,972,1379,1384
993,976,1287,1376
