X_1,X_2,Y_1,Y_2
1196,1081,1695,1441
1034,936,1424,1482
1108,1181,1526,1340
1076,1199,1673,1805
1023,1083,1426,1646
1097,970,1388,1362
1087,1144,1337,1670
1012,1102,1429,1664
1032,1036,1318,1708
1047,940,1679,1454
1073,961,1558,1492
1068,999,1646,1460
1084,1039,1478,1621
1028,993,1392,1802
1059,810,1502,1420
1044,1039,1458,1629
1008,1078,1376,1485
1041,1144,1409,1649
1046,1093,1283,1676
1102,977,1706,1568
987,1057,1637,1739
1066,1074,1639,1564
988,1050,1597,1485
1109,991,1426,1283
974,1072,1610,1634
1031,994,1631,1742
1061,919,1249,1276
1092,997,1647,1356
1151,987,1753,1420
1062,924,1679,1270
935,1085,1432,1803
1109,983,1444,1505
1129,1050,1329,1372
994,1023,1286,1611
1083,1071,1363,1591
1039,1123,1437,1797
993,1058,1396,1552
1005,1053,1361,1607
986,1020,1452,1488
1006,1025,1298,1715
934,970,1372,1514
1050,1047,1619,1631
1009,1091,1629,1342
1022,1004,1676,1524
1063,1165,1758,1696
1094,1058,1606,1647
1150,1099,1617,1625
926,1112,1483,1695
1009,929,1700,1312
938,1067,1423,1673
1085,1136,1476,1662
941,1053,1511,1522
1082,1090,1438,1552
1138,963,1597,1509
1150,1013,1356,1604
1006,1069,1240,1549
1036,1102,1495,1459
1033,938,1526,1721
947,963,1401,1477
945,1105,1493,1617
919,1113,1521,1870
1112,1008,1749,1719
996,1158,1708,1366
1040,1017,1547,1188
1038,1070,1438,1579
1105,1116,1499,1454
1095,1056,1480,1581
1021,1076,1756,1360
909,1004,1328,1694
902,985,1342,1629
1008,1021,1625,1515
1110,1008,1682,1313
1027,1162,1318,1343
1071,1119,1756,1576
1036,959,1495,1633
1039,1061,1530,1557
976,1063,1519,1586
1135,1050,1821,1332
992,944,1350,1640
998,1016,1702,1383
1035,1021,1267,1549
1010,883,1455,1390
1142,1006,1859,1428
1095,1038,1549,1682
1034,1125,1623,1525
1068,962,1688,1349
928,1054,1343,1648
1027,1018,1684,1618
1080,1131,1681,1682
1104,1083,1871,1732
1117,980,1459,1389
1108,1017,1574,1543
1066,1078,1715,1764
1030,1037,1665,1641
1018,1030,1667,1630
1072,1047,1533,1399
1005,1019,1666,1419
926,968,1302,1518
1011,1023,1533,1394
967,980,1456,1276
