X_1,X_2,Y_1,Y_2
1017,1054,1434,1377
1002,917,1481,1401
961,1039,1282,1541
988,993,1503,1266
974,934,1456,1456
1056,1064,1611,1622
1088,1195,1646,1635
968,1114,1540,1544
1037,1056,1616,1523
951,951,1379,1479
1037,973,1655,1280
1015,1046,1329,1375
903,862,1284,1307
1066,1061,1526,1736
1030,944,1444,1321
961,1061,1527,1763
1048,1061,1266,1387
1025,937,1703,1323
1034,1040,1443,1495
920,1029,1431,1516
1062,1081,1731,1669
1058,1060,1380,1627
1068,1041,1401,1551
1025,1009,1406,1514
1134,1079,1821,1427
997,1080,1436,1504
932,1147,1298,1605
1108,1043,1635,1575
1012,1047,1354,1739
893,1027,1653,1743
1022,938,1529,1233
954,1031,1425,1690
1327,1079,1594,1669
1017,1065,1449,1633
957,896,1235,1283
1077,1006,1540,1578
996,1023,1408,1585
1168,1043,1392,1540
987,985,1471,1611
1062,1008,1762,1502
1062,880,1370,1484
1012,1011,1410,1501
986,905,1401,1646
792,1104,1216,1782
1061,991,1531,1486
1058,872,1869,1300
1001,1061,1625,1543
881,1038,1228,1327
1197,1043,1622,1249
998,888,1586,1111
1039,973,1530,1536
894,988,1641,1327
987,1042,1442,1544
992,938,1429,1686
1111,999,1800,1330
905,1069,1330,1666
957,1042,1377,1909
964,994,1489,1372
1002,1002,1803,1417
920,1019,1126,1476
1070,912,1658,1670
962,992,1580,1307
1101,1054,1382,1632
1000,1053,1462,1721
976,1086,1473,1652
1089,997,1729,1367
992,995,1533,1612
1151,1001,1543,1293
1033,928,1602,1461
998,1038,1570,1536
1021,1027,1581,1632
1144,999,1504,1450
1042,1064,1367,1646
858,1027,1398,1513
1028,1135,1721,1380
1052,982,1661,1432
900,986,1181,1751
992,980,1578,1370
1027,1020,1627,1520
1120,991,1410,1454
912,977,1267,1469
1032,995,1378,1444
909,1027,1554,1399
981,1007,1392,1534
1078,1001,1736,1532
1281,1001,1625,1393
1063,1015,1628,1510
994,1014,1576,1574
1050,979,1793,1547
1079,1016,1539,1432
1010,1051,1630,1767
1088,972,1378,1487
947,1062,1367,1641
995,1083,1354,1508
1048,1089,1586,1683
939,1109,1385,1742
977,1034,1562,1892
1230,1023,1720,1674
1036,986,1402,1677
1008,849,1411,1284
1048,1082,1536,1564
1029,1058,1541,1660
989,983,1597,1402
904,970,1291,1548
880,890,1393,1617
972,1032,1532,1413
977,1010,1536,1605
999,940,1587,1579
989,1063,1410,1425
1002,919,1584,1275
949,1097,1345,1360
1012,920,1670,1465
1134,863,1400,1237
1122,1059,1771,1582
1057,945,1724,1374
888,1104,1400,1543
1048,1028,1548,1644
1076,957,1375,1479
959,1097,1599,1696
1116,1159,1634,1639
1048,873,1518,1612
862,960,1395,1383
990,973,1581,1393
966,929,1487,1598
966,1005,1462,1496
980,1176,1660,1597
1014,1087,1471,1793
1012,1231,1491,1647
1072,950,1371,1666
1043,945,1493,1418
1060,996,1363,1549
1032,982,1617,1470
1061,1025,1532,1436
1031,975,1484,1481
1036,1017,1619,1566
971,1240,1483,1684
1033,889,1432,1374
1047,1049,1440,1556
979,1079,1326,1713
974,958,1607,1585
933,1014,1135,1537
979,984,1422,1428
960,961,1470,1416
1116,1042,1656,1498
1062,1115,1657,1614
929,1076,1549,1728
1036,951,1399,1474
948,962,1149,1388
1029,874,1517,1290
1204,983,1638,1420
1048,962,1613,1550
953,888,1446,1282
