X_1,X_2,Y_1,Y_2
932.0,992.0,1455,1614
974.0,1123.0,1595,1700
1119.0,996.0,1760,1563
1018.0,1051.0,1540,1583
931.0,977.0,1505,1491
1080.0,975.0,1479,1522
1037.0,1060.0,1492,1680
1045.0,908.0,1556,1483
1084.0,1008.0,1512,1394
897.0,991.0,1297,1619
1065.0,964.0,1632,1480
1054.0,1002.0,1590,1485
1012.0,1104.0,1599,1609
1024.0,910.0,1796,1450
895.0,984.0,1271,1555
995.0,1077.0,1525,1562
990.0,1053.0,1659,1617
953.0,889.0,1295,1315
932.0,1018.0,1617,1549
950.0,975.0,1428,1569
987.0,1008.0,1546,1562
1201.0,1113.0,1653,1635
1136.0,976.0,1631,1418
1131.0,920.0,1632,1686
897.0,1092.0,1422,1680
915.0,900.0,1354,1441
1079.0,1105.0,1661,1688
992.0,986.0,1588,1551
1114.0,937.0,1731,1408
1018.0,894.0,1338,1302
1022.0,980.0,1488,1636
987.0,1077.0,1525,1721
1149.0,948.0,1733,1546
940.0,1061.0,1537,1573
989.0,1031.0,1624,1524
987.0,1007.0,1291,1536
1035.0,973.0,1540,1649
976.0,1008.0,1469,1637
1034.0,1037.0,1560,1620
1146.0,885.0,1687,1310
1017.0,964.0,1548,1452
950.0,1063.0,1576,1648
1011.0,914.0,1606,1304
880.0,1084.0,1351,1622
1049.0,919.0,1343,1666
980.0,941.0,1273,1270
958.0,976.0,1394,1749
896.0,983.0,1416,1542
1112.0,1055.0,1745,1499
941.0,949.0,1303,1596
987.0,1037.0,1532,1532
1116.0,1097.0,1620,1650
1042.0,979.0,1648,1559
1067.0,998.0,1715,1597
938.0,1143.0,1510,1645
899.0,911.0,1199,1556
1052.0,966.0,1532,1199
999.0,958.0,1425,1477
1039.0,1040.0,1601,1567
1106.0,1029.0,1690,1603
862.0,1051.0,1390,1530
964.0,977.0,1434,1470
970.0,1016.0,1495,1680
1110.0,894.0,1388,1191
986.0,1079.0,1587,1684
917.0,1106.0,1271,1579
1095.0,962.0,1503,1320
1046.0,948.0,1584,1342
1013.0,1034.0,1664,1590
1129.0,945.0,1694,1487
981.0,970.0,1599,1453
949.0,947.0,1587,1479
1110.0,1046.0,1698,1480
1139.0,887.0,1605,1455
1001.0,1027.0,1437,1346
951.0,1036.0,1553,1532
1046.0,1059.0,1600,1500
1060.0,945.0,1551,1369
1062.0,1072.0,1724,1552
1008.0,1126.0,1557,1644
937.0,1001.0,1488,1633
1249.0,1037.0,1700,1529
998.0,1045.0,1427,1401
1016.0,1043.0,1607,1669
941.0,1022.0,1415,1467
976.0,1083.0,1373,1846
1084.0,906.0,1454,1350
965.0,989.0,1488,1557
