X_1,X_2,Y_1,Y_2
971.0,1045.0,1538,1531
1081.0,1055.0,1497,1613
1055.0,952.0,1613,1450
1103.0,1071.0,1503,1703
915.0,964.0,1431,1539
1094.0,971.0,1577,1509
1043.0,973.0,1664,1545
968.0,1092.0,1502,1566
989.0,968.0,1505,1447
964.0,968.0,1539,1447
1051.0,1037.0,1518,1584
1100.0,1131.0,1599,1585
976.0,1085.0,1531,1623
1046.0,1036.0,1592,1442
1015.0,1003.0,1297,1528
893.0,1137.0,1485,1543
1046.0,998.0,1480,1558
975.0,1036.0,1489,1442
1004.0,929.0,1564,1438
1045.0,968.0,1544,1447
965.0,1045.0,1496,1531
1064.0,1078.0,1350,1506
971.0,989.0,1492,1579
1144.0,948.0,1609,1539
1114.0,1045.0,1665,1531
983.0,1109.0,1264,1537
989.0,1025.0,1559,1491
998.0,1019.0,1558,1490
1094.0,1055.0,1577,1613
948.0,971.0,1539,1538
1078.0,1003.0,1678,1548
1014.0,968.0,1520,1447
1014.0,1102.0,1520,1659
1070.0,1045.0,1572,1531
989.0,974.0,1579,1396
1095.0,896.0,1644,1434
1078.0,1131.0,1506,1585
1064.0,1040.0,1350,1521
1064.0,965.0,1350,1496
1137.0,976.0,1564,1539
998.0,1040.0,1488,1595
948.0,1119.0,1510,1620
948.0,964.0,1539,1560
900.0,1098.0,1485,1549
1078.0,1034.0,1678,1502
1050.0,898.0,1592,1501
1072.0,1042.0,1489,1452
951.0,1002.0,1470,1324
870.0,1051.0,1416,1359
981.0,1019.0,1432,1550
972.0,983.0,1442,1264
1002.0,1043.0,1324,1664
952.0,1002.0,1450,1324
1028.0,1108.0,1328,1603
1037.0,983.0,1584,1553
964.0,965.0,1452,1496
968.0,1081.0,1480,1497
948.0,1003.0,1539,1528
1125.0,900.0,1599,1485
965.0,1133.0,1496,1589
960.0,1046.0,1535,1560
992.0,1072.0,1488,1489
948.0,972.0,1539,1442
1119.0,1002.0,1514,1324
896.0,1055.0,1434,1613
951.0,1090.0,1427,1596
1040.0,1019.0,1595,1490
1055.0,964.0,1613,1555
1062.0,990.0,1659,1535
1019.0,1101.0,1447,1591
1036.0,923.0,1442,1404
968.0,1026.0,1502,1363
1139.0,1051.0,1575,1359
981.0,1003.0,1432,1528
1015.0,1099.0,1356,1683
1027.0,1122.0,1539,1638
1049.0,957.0,1372,1559
1012.0,965.0,1322,1496
974.0,1089.0,1431,1552
1065.0,954.0,1545,1383
952.0,1091.0,1450,1537
1002.0,940.0,1324,1385
1078.0,898.0,1678,1501
1124.0,1036.0,1375,1442
1091.0,925.0,1675,1440
981.0,1092.0,1432,1574
951.0,1018.0,1470,1381
1026.0,1105.0,1413,1536
1119.0,992.0,1514,1498
1139.0,1071.0,1575,1703
986.0,985.0,1518,1462
1045.0,968.0,1531,1447
896.0,1075.0,1434,1685
974.0,1131.0,1396,1585
1100.0,925.0,1599,1440
870.0,898.0,1416,1501
