time,x,y
0.0,0.4,0.4
100.00362265220868,0.908,0.208
200.00083182297692,0.828,0.256
300.0023072144908,0.82,0.248
400.00487229058854,0.784,0.264
500.0003859469933,0.738,0.32
600.0003285690169,0.672,0.294
700.0004051205276,0.81,0.514
800.0025586328541,0.818,0.238
900.0030502426434,0.722,0.24
1000.0039580006802,0.684,0.416
1100.001294850315,0.722,0.298
1200.005386397015,0.686,0.226
1300.0055855861983,0.67,0.264
1400.0037475465967,0.642,0.096
1500.0020273397338,0.73,0.452
1600.0009196761084,0.79,0.216
1700.000406117834,0.848,0.308
1800.0003837512688,0.67,0.31
1900.0010018454159,0.73,0.344
2000.000913573205,0.67,0.25
2100.012272324494,0.712,0.304
2200.0026061281824,0.712,0.51
2300.0065277052445,0.844,0.336
2400.0084601312083,0.69,0.394
2500.0032494444526,0.81,0.334
2600.0048336107543,0.754,0.452
2700.008979238014,0.626,0.27
2800.000886948649,0.664,0.514
2900.0003101168218,0.736,0.364
3000.002473685647,0.69,0.208
3100.0010717051814,0.944,0.31
3200.0020235253537,1.02,0.358
3300.000262488371,0.95,0.534
3400.000143112191,0.788,0.494
3500.0019996285905,1.014,0.196
3600.0023415341902,0.71,0.306
3700.0014605296865,0.772,0.13
3800.000470874705,0.808,0.292
3900.0012206886704,0.804,0.422
4000.00265751547,0.792,0.184
4100.0013803542415,0.832,0.28
4200.000711288255,0.688,0.356
4300.00484961616,0.728,0.272
4400.002620731226,0.894,0.36
4500.014174077817,0.77,0.43
4600.0001571899475,0.712,0.414
4700.006197276802,0.61,0.212
4800.010000855019,0.81,0.412
4900.003497469805,0.734,0.27
5000.001800567491,0.864,0.258
5100.003012640939,0.816,0.466
5200.000901676797,0.756,0.276
5300.000404266148,0.66,0.252
5400.002910333978,0.89,0.364
5500.000626479573,0.862,0.222
5600.002915041869,0.69,0.496
5700.01631943579,0.74,0.34
5800.002882971338,0.722,0.228
5900.006270946458,0.672,0.306
6000.002571338158,0.834,0.352
6100.000158083074,0.682,0.238
6200.001697254299,0.722,0.352
6300.002163826076,0.71,0.338
6400.001152400141,0.834,0.36
6500.000655322695,0.676,0.344
6600.004975936477,0.592,0.29
6700.007855160569,0.886,0.174
6800.000136629168,0.882,0.47
6900.000779364544,0.828,0.354
7000.005314266982,0.882,0.432
7100.002211034225,0.714,0.19
7200.0066834487825,0.666,0.302
7300.004974878579,0.73,0.202
7400.001156176951,0.76,0.226
7500.0001677897335,0.666,0.258
7600.000784987445,0.76,0.33
7700.001350473969,0.944,0.48
7800.003426335353,0.698,0.206
7900.000602313985,0.692,0.286
8000.003092749981,0.786,0.244
8100.003115514506,0.782,0.234
8200.000238016815,0.91,0.232
8300.011153178197,0.684,0.288
8400.007443348493,1.01,0.328
8500.001827017706,0.796,0.396
8600.00525100086,0.836,0.252
8700.001774540719,0.656,0.328
8800.0000284182,0.7,0.286
8900.00072719981,0.716,0.302
9000.000584939044,0.726,0.244
9100.00114826471,0.806,0.268
9200.00001288538,0.834,0.44
9300.003980135969,0.698,0.254
9400.000377776889,0.806,0.25
9500.004223404901,0.76,0.3
9600.001370220221,0.796,0.272
9700.000008104445,0.696,0.3
9800.005064577603,0.99,0.302
9900.000999123837,0.744,0.444
10000.001573809304,0.656,0.24
10100.00229263911,0.772,0.292
10200.000527392867,0.794,0.232
10300.004259848207,0.54,0.168
10400.000512558865,0.728,0.37
10500.000481607884,0.952,0.254
10600.002562948364,0.618,0.192
10700.00119121852,0.924,0.19
10800.004690737862,0.8,0.452
10900.003884150283,0.816,0.194
11000.003798590711,0.922,0.496
11100.013674130889,0.77,0.288
11200.001056310424,0.832,0.524
11300.000521242904,0.832,0.238
11400.000659956271,0.704,0.308
11500.001580426018,0.654,0.28
11600.004336804923,0.652,0.33
11700.003172016766,0.958,0.248
11800.00125039485,0.662,0.176
11900.00341259615,0.942,0.398
12000.00505650082,0.756,0.264
12100.001115764026,0.878,0.26
12200.00275229145,0.832,0.266
12300.002005650356,0.694,0.186
12400.004635586072,0.996,0.334
12500.001613136936,0.546,0.194
12600.004300959483,0.734,0.318
12700.00000551819,0.72,0.478
12800.000716295906,0.734,0.326
12900.001465103624,0.612,0.308
13000.001933238784,0.71,0.282
13100.001141361758,0.734,0.46
13200.000887572896,0.908,0.134
13300.008075211652,0.81,0.414
13400.000474186241,0.782,0.3
13500.000617601689,0.682,0.268
13600.002446009545,0.842,0.306
13700.00267461991,0.612,0.35
13800.00100016284,0.872,0.294
13900.001720311373,0.63,0.244
14000.003346595593,0.782,0.372
14100.003504478322,0.626,0.194
14200.002964022407,0.768,0.358
14300.00265168934,0.674,0.232
14400.000070797372,0.716,0.314
14500.006428797162,0.638,0.292
14600.001481426161,0.828,0.404
14700.003653142703,0.77,0.244
14800.000683042648,0.726,0.266
14900.010786869707,0.714,0.322
15000.00278309609,0.728,0.332
15100.003622870407,1.114,0.444
15200.002107189714,0.8,0.328
15300.000040541183,0.644,0.29
15400.00269969194,0.92,0.378
15500.001222228031,0.808,0.368
15600.000253464783,0.79,0.366
15700.000506037817,0.77,0.242
15800.002526626076,0.748,0.262
15900.000689607352,0.626,0.272
16000.00024467885,0.702,0.328
16100.000792249686,0.674,0.444
16200.005798698947,0.792,0.34
16300.0019567944,0.754,0.282
16400.003489178096,0.882,0.276
16500.010224819864,0.782,0.232
16600.001560775803,0.592,0.324
16700.00181697145,0.786,0.25
16800.000025914786,0.83,0.28
16900.002629104674,0.992,0.33
17000.00668496591,0.788,0.358
17100.01343931203,0.864,0.366
17200.000506962097,0.934,0.198
17300.0099537027,0.712,0.182
17400.00154826319,0.79,0.342
17500.003070805826,0.712,0.25
17600.001533558054,0.826,0.256
17700.00079772456,0.712,0.302
17800.001792830815,0.824,0.272
17900.00465041354,0.76,0.348
18000.000486838835,0.834,0.426
18100.001165211994,0.972,0.45
18200.000058513244,0.66,0.222
18300.001989688542,0.864,0.322
18400.001354432334,0.844,0.334
18500.00101353771,0.744,0.378
18600.00205165889,0.734,0.296
18700.00111153069,0.88,0.342
18800.000866837345,0.742,0.288
18900.013481143418,0.628,0.346
19000.00014479917,1.126,0.43
19100.000606954934,0.782,0.294
19200.00248638867,1.002,0.248
19300.001565095197,0.702,0.158
19400.009537745515,0.872,0.44
19500.00223741654,0.758,0.204
19600.001973438102,0.782,0.432
19700.002390962698,0.682,0.276
19800.00378649383,0.776,0.292
19900.0011266861,0.67,0.516
20000.002430214594,0.87,0.246
20100.002347823833,0.648,0.246
20200.001510743754,0.688,0.29
20300.01583155438,0.778,0.216
20400.000373980947,0.526,0.126
20500.001985084305,0.816,0.24
20600.00023299536,0.82,0.288
20700.000127556003,0.652,0.29
20800.013802878733,0.82,0.224
20900.003669646474,0.818,0.334
21000.002322008673,0.76,0.364
21100.008617242864,0.616,0.256
21200.000867434563,0.9,0.196
21300.001209214926,0.744,0.296
21400.00526852988,0.924,0.322
21500.00167790988,0.624,0.474
21600.002525168184,0.98,0.3
21700.000935990978,0.814,0.198
21800.000188703874,0.79,0.204
21900.000737263956,0.61,0.204
22000.003567922606,0.75,0.31
22100.000645880307,0.782,0.392
22200.002097786582,0.688,0.296
22300.000551402358,0.876,0.484
22400.0002444472,0.882,0.466
22500.00119708827,0.634,0.378
22600.00037653752,0.732,0.456
22700.00228331218,0.738,0.226
22800.009940122796,0.758,0.324
22900.001114946648,0.804,0.344
23000.013265180663,0.558,0.292
23100.00075381053,0.876,0.252
23200.00125922541,0.868,0.282
23300.005962428797,0.618,0.144
23400.00440168608,0.722,0.408
23500.003606196846,0.838,0.326
23600.000989308533,0.808,0.368
23700.00473751461,0.86,0.532
23800.000429188545,0.67,0.3
23900.00757383763,0.752,0.232
24000.000152944758,0.82,0.386
24100.008657128783,0.736,0.282
24200.006583896586,0.754,0.414
24300.0168776473,0.754,0.274
24400.002711817488,0.796,0.412
24500.00135940273,0.936,0.304
24600.0013593347,0.754,0.214
24700.00376899855,0.782,0.33
24800.007956529316,0.774,0.264
24900.003196149522,0.798,0.316
25000.009131559,0.654,0.234
25100.00416755384,0.74,0.22
25200.000374044015,0.858,0.258
25300.004195149777,0.95,0.196
25400.00054119416,0.616,0.338
25500.001060770464,0.822,0.312
25600.00455571299,0.728,0.344
25700.000162540236,0.69,0.336
25800.000640667004,0.846,0.286
25900.001838127708,0.684,0.324
26000.00398425482,0.838,0.33
26100.002853758295,0.704,0.434
26200.000594836765,0.808,0.332
26300.000214853153,0.63,0.218
26400.000251270136,0.742,0.234
26500.002882732722,0.634,0.228
26600.00230374042,0.61,0.372
26700.00424476481,0.608,0.176
26800.0014683101,0.876,0.298
26900.000622915122,0.944,0.342
27000.001361223043,0.648,0.46
27100.002828517987,0.8,0.324
27200.000257013646,0.81,0.244
27300.000890773794,0.576,0.336
27400.000675342573,0.832,0.336
27500.000783052234,0.726,0.21
27600.00138949336,0.788,0.286
27700.003821434555,0.952,0.396
27800.001687230462,0.796,0.29
27900.000581706197,0.674,0.26
28000.009539206425,0.774,0.312
28100.000665139334,0.582,0.25
28200.002061690953,0.73,0.124
28300.000478419388,0.824,0.44
28400.012467167366,0.568,0.246
28500.01522868621,0.668,0.346
28600.005541400664,0.836,0.348
28700.00298795607,0.804,0.36
28800.000346754852,0.972,0.33
28900.000200432463,0.566,0.224
29000.00668396634,0.76,0.358
29100.000213278894,0.728,0.29
29200.006087539234,0.642,0.366
29300.025942102093,0.51,0.212
29400.0051224917,0.85,0.38
29500.00199912573,0.76,0.268
29600.00032004894,1.15,0.542
29700.001088194706,0.558,0.336
29800.001568312804,0.882,0.322
29900.01411385707,0.614,0.276
30000.001803497125,0.864,0.236
30100.005032014706,0.808,0.372
30200.00119462016,0.766,0.296
30300.002569612636,0.754,0.248
